Light Warehouse Kawaguchi Sales Office,Hikari Soko Kawaguchi Ai Kiyoshiyo,null,"Motoho 2 - chome 1-17 <br> Kawaguchi, Saitama Prefecture 332-0011 <br> Japan",048 222 1331,,,
Sanko terminal warehouse,Sanko Terminal Seoko • Mikio Tāminaru warehouse,Nakaikegami,"仲池上1丁目31-5 <br> Ōta, Tokyo Metropolitan Government 146-0081 <br> Japan",03 3754 0947,,,
Hitachi Parts Systems,Hitachi parts systems • Hitachi Pātsushisutemuzu,null,"Port 77-3 <br> Urayasu, Chiba Prefecture 279 - 0024 <br> Japan",047 380 7471,,,
Rise Tokyo Management Center,Raise Tokyo Kanri Center • Raize Tokyo Management Sentā,"Awajicho Station, Ogawamachi Station, Akihabara Station","Kanda Sumida-cho 1-chome 5 <br> Chiyoda, Tokyo Prefecture 101-0041 <br> Japan",03 5298 7447,,,
Kisaka Green Service,Kisakagurīnsābisu,Higashi-kojiya,"Higasodoya 1 - chome 16 - 7 <br> Ōta, Tokyo Prefecture 144 - 0033 <br> Japan",03 3742 6853,,,
Space Products Rakuraku BOX Reception Center,Space Products Rakuchin Box Uke Tsuke Center • Supēsupurodakutsu Lucky Box Reception Sentā,null,"Sakamachi 27 - 6 <br> Shinjuku, Tokyo Prefecture 160-0002 <br> Japan",03 3358 9164,,,
S &amp, N Logistics,S &amp, N Logistics • S &amp, Nrojisutikusu,null,"Kiba 2 - chome 1-3 <br> Koto, Tokyo Prefecture 135-0042 <br> Japan",03 3642 2196
Shibusawa warehouse trunk room office,Shibusawa southern trunk room Aiyo shoto • Shibusawa warehouse Torankurūmu Sales office,null,"Permanent 2 - chome 37 - 25 <br> Koto, Tokyo Prefecture 135-0034 <br> Japan",03 5646 7272,,,
TRUNK24,Trunk 24 • Trunk nijou,null,"Suehiro 1 - chome 17 - 23 <br> Kawaguchi, Saitama Prefecture 332-0006 <br> Japan",048 223 0024,,,
Kawamura Transportation Warehouse,Kawamura Unyuko,"Kamishinozaki, Shinozaki Station","Uenozaki 4-chome 21-7 <br> Edogawa, Tokyo Prefecture 133-0054 <br> Japan",03 5664 3872,,,
Tokyo Green Service,Tokyo Green Service • Tokyo Gurīnsābisu,Hanzomon Station,"Kojimachi 1 - chome 7 <br> Chiyoda, Tokyo Prefecture 102-0083 <br> Japan",03 3239 4671,,,
National warehouse business synergy,ZENKOKU SEOKO DICHION KUMI EY,null,"Nihonbashi Kayabacho 1 - chome 11 - 8 <br> Chūō, Tokyo Prefecture 103-0025 <br> Japan",03 6231 1453,,,
Kawashima refrigerated,Kawashima Ray elephant,Nakamurabashi Station,"Tsui 2 - chome 120 <br> Nerima, Tokyo Prefecture 176-0021 <br> Japan",03 3990 1912,,,
Bunka Fukagawa warehouse,Bunka Fukagawa Seoko • Bunka Shenzhen Warehouse,null,"Toyo 3 - chome 13-1 <br> Koto, Tokyo Prefecture 135-0016 <br> Japan",03 3644 4649,,,
Japan Transcity Kanto Branch International Sales Division International Transportation Sales Office,Nihon Transcity Cantonese Coconut Coconut Axyphyllium Larvae • Japan Toransushiti Kanto Branch International Sales Division International Transport Sales Office,Shinagawa Station,"Takanawa 3 - chome 23 - 17 <br> Minato, Tokyo Prefecture 108-0074 <br> Japan",03 6409 0385,,,
Zuoyuan,Sagen,"Kasai station, Seishincho","Nakasaka West 6 - chome 9 - 13 <br> Edogawa, Tokyo Prefecture 134 - 0083 <br> Japan",03 3687 6648,,,
Watanabe warehouse,Watanabe Seoko,Shinagawa Station,"Konan 1-chome 8-15 <br> Minato, Tokyo Prefecture 108-0075 <br> Japan",03 3472 2201,,,
Fujiedi book warehouse,Toe Toshi So,Tagara,"Tago 3 - chome 18-2 <br> Nerima, Tokyo Prefecture 179-0073 <br> Japan",03 3990 6130,,,
Japan Transcity Chubu Branch Container Sales Promotion Dept.,Nihon Transcity Chubu Shisha Container Agilent Swissbu • Japan Toransushiti Chubu Branch Kontena Sales Promotion Dept.,Shinagawa Station,"Takanawa 3 - chome 23 - 17 <br> Minato, Tokyo Prefecture 108-0074 <br> Japan",03 6409 0384,,,
Iosys Tokyo Logistics Center,Iosys Tokyo Butsu Center • Ioshisu Tokyo Logistics Sentā,Suehirocho Station,"6-1 Kaikenda 6 - chome <br> Chiyoda, Tokyo Prefecture 101-0021 <br> Japan",03 5807 1586,,,
Otsuka steel sales Urayasu warehouse,Otsuka Tekko Hanbai Urayas Sokko • Ōtsuka Iron and Steel Sales Urayasu Warehouse,null,"Iron and steel street 1 - chome 4-11 <br> Urayasu, Chiba Prefecture 279 - 0025 <br> Japan",047 352 3367,,,
Tokyo Seiyu cold storage Castle south warehouse,TOKURAI ZOOGO,null,"Seongnam-jima 5-chome 1-1 <br> Ōta, Tokyo Prefecture 143-0002 <br> Japan",03 3799 8236,,,
Forestry Industry Sumida Distribution Center,Hayashi Sankyo Sumida Butsuri Center • Forest Industry Sumida Logistics Sentā,null,"Tachibana 5 - chome 37 - 5 <br> Sumida, Tokyo Prefecture 131 - 0043 <br> Japan",03 3619 8843,,,
Sapporo Transport Warehouse Group,Sapporo Tsuen Souko Group • Sapporo Transport Warehouse Gurūpu,null,"Yashio 3 - chome 3-10 <br> Shinagawa, Tokyo Prefecture 140-0003 <br> Japan",03 5755 1201,,,
Lysebox · Raise Horikiri Lysebox,Lyze box lyse Horikiri Rise Box • Raizebokkusu · Raize Horikiri Raizebokkusu,null,"Horikiri 1 - chome 35 - 13 <br> Katsushika, Tokyo Metropolitan Government 〒 124 - 0006 <br> Japan",03 5670 8265,,,
Ikonomika Global Image Warehouse,Ikonomika Global Image Soko • Ikonomika · Gurōbaru · Imēji Warehouse,"Higashiyama, Aobadai","Higashiyama 1 - chome 3-12 <br> Meguro, Tokyo Prefecture 153-0043 <br> Japan",03 3792 7100,,,
Takase Oi Sales Office,Takaseo · Yawiyo · Takase Oi Sales Office,Ryutsu Center Station,"Heiwajima 3 - chome 2-12 <br> Ōta, Tokyo Prefecture 143-0006 <br> Japan",03 3765 2711,,,
Ishikawa Transportation Warehouse,Ishikawa Unyuko,Chidoricho Station,"Chidori 2 - chome 2-5 <br> Ōta, Tokyo Prefecture 146 - 0083 <br> Japan",03 5732 3384,,,
Trunk room Setagaya My trunk reception center,Trunk Room Settaya My Trunk Uke Tsu Center Center • Torankurūmu Setagaya Maitoranku Reception Sentā,Daitabashi Station,"Haneiki 2 - chome 5 - 25 <br> Setagaya, Tokyo Prefecture 156-0042 <br> Japan",03 3324 3863,,,
Honesty Green Service,Onesutigurīnsābisu,null,"Furukawa 4 - chome 17 - 16 <br> Edogawa, Tokyo Prefecture 133-0073 <br> Japan",03 5664 0848,,,
Tokyo Constant temperature refrigerated Heiwajima complex estate factory,Tokyo Teyon Rey elephant Heiwa Jima Danchi Kojiyo,Ryutsu Center Station,"Heiwajima 6-chome 22 <br> Ōta, Tokyo Prefecture 143-0006 <br> Japan",03 3764 6721,,,
Western star,Youssei,null,"Kachidoki 2 - chome 181 <br> Chūō, Tokyo Prefecture 104-0054 <br> Japan",03 5546 1248,,,
Daito warehouse,Daito souto,null,"Taito 2 - chome 7 - 2 <br> Taitō, Tokyo Prefecture 110-0016 <br> Japan",03 5816 2573,,,
Nippon Paper Pulp Shoji Omishi Town warehouse,"Nippon Kami Pulp Shaped Jihon Gokuyo Souko • Nippon Paper Parupu Trading Co., Ltd. Mainstone Town Warehouse","Kanda Station, Otemachi Station, Tokyo Station","4 - chome Nihombashi Meisocho 3-9 <br> Chūō, Tokyo Prefecture 103-0021 <br> Japan",03 3241 6170,,,
Lise box · Raise Kuramae Lysebox,Raise Boxx Rise Cramaezeze Box • Raizebokkusu · Raize Kuramae Raizebokkusu,Kuramae Station,"Kuramae 2 - chome 8 - 11 <br> Taitō, Tokyo Prefecture 111-0051 <br> Japan",03 3865 7565,,,
Horie Shokai,Holy show,null,"Hachihiro 2 - chome 5-3 <br> Sumida, Tokyo Prefecture 131 - 0041 <br> Japan",03 3612 2365,,,
Marugame transport warehouse,Marunaka Unyuko,null,"Saga 2 - chome 4-10 <br> Koto, Tokyo Prefecture 135-0031 <br> Japan",03 3642 1247,,,
Hokuetsu Logistics Shiohama warehouse,Hokuetsu Butsu Rushi Ohama Sekko,null,"Shiohama 3 - chome 14-1 <br> Ichikawa, Chiba Prefecture 272-0127 <br> Japan",047 397 8212,,,
Liseze box · Rise Nerima-ku Takamatsu Lysée box,Raise Box Rise Neri Makamachi Rice Box • Raizebokkusu · Raize Nerima Ward Takamatsu Raizebokkusu,null,"Takamatsu 2 - chome 26 - 6 <br> Nerima, Tokyo Prefecture 179-0075 <br> Japan",03 3998 2845,,,
All farm silos,Zen blossoming • Sairo,"Shin Ochanomizu Station, Awajicho Station","Kanda Awaji-machi 2 chome 29 <br> Chiyoda, Tokyo Prefecture 101-0063 <br> Japan",03 5295 0002,,,
Kanji Hatogaya Logistics Center,Congo hat gaya Buttsu center • Kimono pigeon - Ke valley logistics Sentā,null,"Yawata 3 - chome 19-1 <br> Kawaguchi, Saitama Prefecture 334-0012 <br> Japan",048 280 3612,,,
East cold handling,Tuleiniyak,null,"Konan 5 - chome 1-41 <br> Minato, Tokyo Prefecture 108-0075 <br> Japan",03 3471 9587,,,
Storage Plus,Sutorējipurasu,Shiinamachi Station,"Shimo Incurred 4 - chome 26 - 6 <br> Shinjuku, Tokyo Prefecture 161-0033 <br> Japan",03 3954 9357,,,
Liseze box · Rise Jiyugaoka Lysebox,Raise Box Rise Jay Gua Ka Lysis Box • Raizebokkusu · Raize Jiyūgaoka Raizebokkusu,null,"Yakumo 3-chome 12 <br> Meguro, Tokyo Prefecture 152 - 0023 <br> Japan",03 3724 2686,,,
Sany Eye Service,San&#39,aisābisu,null,"Higashiisho 2 - chome 9 - 18 <br> Katsushika, Tokyo Metropolitan Government 〒 124 - 0013 <br> Japan",03 3694 9238,,
Ueda Distribution Center,Ueda Butsu Center • Ueda Logistics Sentā,"Hokima, Higashi-hokima","Kuruma 3 - chome 34 - 7 <br> Adachi, Tokyo Prefecture 121-0064 <br> Japan",03 5856 7384,,,
Ishikawa Corporation,Ishiwa Isaoka,Omori Station,"Omori Kita 1 - chome 26-3 <br> Ōta, Tokyo Prefecture 143-0016 <br> Japan",03 3298 1026,,,
Oi Hakodate 3,Ikka sango,null,"Tokai 5 - chome 5 - 18 <br> Ōta, Tokyo Prefecture 143-0001 <br> Japan",03 3790 2870,,,
Trunk room Shibuya Nanpeidai My trunk Reception Center,Trunk room Shibuya Nanpeidai My trunk reception center • Trunk room Shibuyan Nanpay Dai My Trunk Uke Tsu Center,"Nanpeidai cho, Shibuya Station","Sakuragaoka Town 30-18 <br> Shibuya, Tokyo Prefecture 150-0031 <br> Japan",03 3463 1323,,,
Yokohama Kyoritsu Warehouse Seongnam Island Center,Yokohama Kyouritsu Seoko Jounangsejima Center • Yokohama Kyoritsu Warehouse Seongnojima Sentā,null,"Seongnam-jima 2 - chome 6-1 <br> Ōta, Tokyo Prefecture 143-0002 <br> Japan",03 3799 2623,,,
Tsukamoto warehouse head office,Tsukamoto Sawakonha,Ryogoku Station,"Both 1-5 1- chome <br> Sumida, Tokyo Prefecture 130-0026 <br> Japan",null,,,
Tokyo Complex Warehouse Adachi Plant,Adachi Adachi Dachiyo,Tonerikoen Station,"Iriya 6 - chome 2-11 <br> Adachi, Tokyo Prefecture 121-0836 <br> Japan",03 3855 3231,,,
Kobayashi,Kobayashi,null,"Shinkiba 2 - chome 4-3 <br> Koto, Tokyo Prefecture 136-0082 <br> Japan",03 3521 6842,,,
Miwa Edogawa Warehouse,Shinwa Ed Gawa Seoko,Nishimizue,"Nishi Rie 3 - chome 46 <br> Edogawa, Tokyo Prefecture 132-0015 <br> Japan",03 3679 0699,,,
Japan Transportation Warehouse Tokyo Food Service Office,Nippon Unoyu Soko Tokyo Shokuhin Djiboshoshiten,Nishi-nippori Station,"Nishi Nippori 6 - chome 65-1 <br> Arakawa, Tokyo Prefecture 116-0013 <br> Japan",03 3800 4874,,,
Lucky trunk room onslaught,Lucky trunk room kami ochiai • Rakkītorankurūmu upper obligation,"Nakai Station, Ochiai Station, Shimoochiai Station","Upper Ikedo 1 - chome 29 - 9 <br> Shinjuku, Tokyo Prefecture 161-0034 <br> Japan",03 5389 3299,,,
Joint venture cooperation system,KYOWIN SYSTEM • Joint venture cooperation Shisutemu,Minumadai-shinsuikōen Station,"Pillow 2 - chome 19-1 <br> Adachi, Tokyo Prefecture 121-0831 <br> Japan",03 3856 4489,,,
Lysebox · Raisé Kamata Lysebox,Lyze box lyse Kamata latice box • Raizebokkusu · Raize Kamata Raizebokkusu,"Kamata Station, Keikyu Kamata Station","Kamata 5 - chome 30 - 10 <br> Ōta, Tokyo Prefecture 144 - 0052 <br> Japan",03 5703 2133,,,
Tohto chilling,Tautlay elephant,Senjuohashi Station,"Senju Bashido-cho 96 <br> Adachi, Tokyo Metropolitan Government 〒 120-0038 <br> Japan",03 3879 2771,,,
Locom,Roko,Mizumoto,"Mizumoto 3 - chome 3-6 <br> Katsushika, Tokyo Prefecture 125-0032 <br> Japan",03 3627 4328,,,
Rijiang,Nitsuko,Nishi-kasai Station,"Nishikasai 3 - chome 16 - 10 <br> Edogawa, Tokyo Prefecture 134-888 <br> Japan",03 3689 3521,,,
Shirahabe warehouse,Shirahige gou,null,"Kameido 4 - chome 52 - 17 <br> Koto, Tokyo Prefecture 136-0071 <br> Japan",03 3636 4111,,,
Libertad,Riberuta,null,"Umeda 4 - chome 38 - 15 <br> Adachi, Tokyo Prefecture 123-0851 <br> Japan",03 3886 4767,,,
Tsukishima warehouse head office sales department,Tsukima Soup Coffee Sha Honey Jumbo,null,"Kachidoki 4 - chome 7 - 7 <br> Chūō, Tokyo Prefecture 104-0054 <br> Japan",03 5560 8551,,,
Japan Transportation Warehouse Saitama Adachi Sales Office,Nihon Unayu Seoko citadel Adati Aiucho,Tonerikoen Station,"Iriya 6 - chome 2-11 <br> Adachi, Tokyo Prefecture 121-0836 <br> Japan",03 3855 3251,,,
Work on Create,Wākuonkurieito,Kitakasai,"Kita Kasai 1 - chome 19 - 11 <br> Edogawa, Tokyo Prefecture 134-881 <br> Japan",03 3869 3744,,,
Hakururu Sake Brewery Distribution Center,Hakutsuru Shotozou Butsuri Center • Hakuru Citrus Brewery Tokyo Logistics Sentā,null,"Hosoda 4 - chome 29 - 6 <br> Katsushika, Tokyo Prefecture 124-0021 <br> Japan",03 3671 9007,,,
Maru 2 warehouse moving house,Maruni Sokko Hikko Shiv,Funabori Station,"Matsue 5 - chome 17 - 20 <br> Edogawa, Tokyo Prefecture 132-0025 <br> Japan",03 5605 8694,,,
Sanshin warehouse Shinagawa sales office,Sanshin southern bluefin tuna,Tennozuairu station,"Higashi Shinagawa 2 - chome 6 - 28 <br> Shinagawa, Tokyo Prefecture 140-0002 <br> Japan",03 3471 4401,,,
Japan Bridge Industrial Warehouse,Nippon Keikyu Rhinoceros Sauce,Tsutsumidori,"Tsutsumido 1 - chome 10 - 10 <br> Sumida, Tokyo Prefecture 131-0034 <br> Japan",03 3619 0749,,,
Tokai Transportation Warehouse,Toukai Unyu,null,"Toyo 3 - chome 28 - 9 <br> Koto, Tokyo Prefecture 135-0016 <br> Japan",03 3647 0912,,,
Tokio Green Service,Tokiogurīnsābisu,"Shishibone, Kitashinozaki","2 - chome Kitosakusaki 1-2 <br> Edogawa, Tokyo Prefecture 133 - 0053 <br> Japan",03 3676 8077,,,
Sugamo Transportation Warehouse,Sugamo Unyu Sokko,"Ukima Funato Station, Ukima Funato Station","Funato 1 - chome 17 - 2 <br> Itabashi, Tokyo Prefecture 174-0041 <br> Japan",03 5994 5831,,,
Koryo warehouse,Koritsuko,Shinjuku,"Shinjuku 2 - chome 8 - 20 <br> Katsushika, Tokyo Prefecture 125 - 0051 <br> Japan",03 3607 3210,,,
Nissin&#39,s Business Division Tokyo&#39,s Business Section 5 Heiwajima Warehouse Sales Office,Nisshin Genkobu Tokyo Gengai Daigo Kahei Waszima Seoul Aiucho,Ryutsu Center Station,"Heiwajima 3 - chome 6-1 <br> Ōta, Tokyo Prefecture 143-0006 <br> Japan",03 3763 8261,
Mikyo Trunk Inn Kugahara,Sankyo Trunk Ink Gahara • Mikyo Torankuin Kugahara,null,"Kugahara 5 - chome 29 - 17 <br> Ōta, Tokyo Prefecture 146 - 0085 <br> Japan",03 5748 3360,,,
Kay And You,Kei Yu • Kei · Ando · Yū,Nishi-mizumoto,"Nishimizu 6 - chome 3-3 <br> Katsushika, Tokyo Prefecture 125-0031 <br> Japan",03 5699 6677,,,
First port,Daiichi kouun,null,"Tokai 5-chome 11 <br> Ōta, Tokyo Prefecture 143-0001 <br> Japan",03 5492 7443,,,
Japan packing transportation warehouse general affairs department,Nippon Composowun Yusho Koso Umbu,null,"Akashi-machi 6-17 <br> Chūō, Tokyo Prefecture 104-0044 <br> Japan",03 3541 5331,,,
Daikaku warehouse,Daisakuseo,Tonerikoen Station,"Iriya 6 - chome 2-6 <br> Adachi, Tokyo Prefecture 121-0836 <br> Japan",03 3857 5210,,,
Suzuru Tokyo Distribution Center,Suzuyo Tokyo Bud Ryu Center • Suzuyo Tokyo Logistics Sentā,null,"Harbor 75-1 <br> Urayasu, Chiba Prefecture 279 - 0024 <br> Japan",047 355 0024,,,
Hirata warehouse transportation,Hirata Seoko Unuleu,null,"Toho Ri Lisa 3 - chome 14 - 10 <br> Arakawa, Tokyo Prefecture 116-0014 <br> Japan",03 3807 5121,,,
Inui Warehouse Warehouse Division Adachi Warehouse,Inui wooden warehouse Division Adachi warehouse,Tonerikoen Station,"Iriya 6 - chome 2-11 <br> Adachi, Tokyo Prefecture 121-0836 <br> Japan",03 3899 7981,,,
Safety box,Sefutibokkusu,Tokyo Station,"Kyobashi 2 - chome 5 - 16 <br> Chūō, Tokyo Prefecture 104-0031 <br> Japan",0120 81 4477,,,
Thousand Steel Steel Urayasu Warehouse,Chikuma kouzai Urayasu Sokko,null,"Steel street 3 - chome 5-5 <br> Urayasu, Chiba Prefecture 279 - 0025 <br> Japan",047 351 3004,,,
Oji Logistics Urayasu,Oujibutsu Ulyayashiten,null,"Chidori 10-2 <br> Urayasu, Chiba Prefecture 279-0032 <br> Japan",047 305 1710,,,
Toto Transportation Warehouse Headquarters Office,Tortoise Youso Kohon Shajimsho,null,"Meguro 1 - chome 3-31 <br> Meguro, Tokyo Prefecture 153-0063 <br> Japan",03 5436 0581,,,
Toshi · Shimizu Yashio warehouse,Toshi Shimizu Yashio Souko • Toshi · Shimizu Yashio warehouse,null,"Big Floating Market 249-1 <br> Yashio, Saitama Prefecture 340 0835 <br> Japan",0489 60 0306,,,
Craft · furniture warehouse,Craft furniture Sokko • Kurafuto · Fanichā warehouse,Higashi-ikou,"Higashi Ikko 4 - chome 8 - 11 <br> Adachi, Tokyo Prefecture 121-0801 <br> Japan",03 3853 1032,,,
Tsukishima warehouse Oi sales office,Tsukishima Seko Odori Aioiuso,null,"Tokai 5-chome 4-1 <br> Ōta, Tokyo Prefecture 143-0001 <br> Japan",03 3790 6991,,,
Matsuzawa warehouse,Matsuzawazo,Omurai Station,"Tachibana 2 - chome 2-5 <br> Sumida, Tokyo Prefecture 131 - 0043 <br> Japan",03 3613 1451,,,
ITOCHU Logistics Center 2nd Headquarters Trunk Room Office,Itoo Chu Logistics Center Daini Honbo Trunk Room Doubutosho • Itochu Rojisutikususentā second head office Torankurūmu office,null,"Shin sand 1 - chome 13 - 9 <br> Koto, Tokyo Prefecture 136-0075 <br> Japan",03 5683 1451,,,
Nakabayashi trad,Nakabayashi Shoji,Motohasunuma Station,"Hasunuma-machi 45-2 <br> Itabashi, Tokyo Prefecture 174-0052 <br> Japan",03 3965 2677,,,
Ito warehouse,Ito Itoko,null,"Tokiwa 1 - chome 18 - 8 <br> Koto, Tokyo Prefecture 135-0006 <br> Japan",03 3634 2671,,,
Inayoshi Transportation Warehouse,Ina Yoshi Unu Souko,Horikiri Station,"Senju Akebono 399 <br> Adachi, Tokyo Metropolitan Government 〒 120 - 0023 <br> Japan",03 3881 9351,,,
Sumitomo Warehouse Tokyo Head Office International Sales Division 2 Sales Department,Sumitomo Sawako Tokyo Shokokusai Agi Dynibu Aiyokuka,null,"Shinkawa 2 - chome 27-1 <br> Chūō, Tokyo Prefecture 104-0033 <br> Japan",03 3297 2518,,,
Hamanaka Copper Lead Warehouse,Hamanaka Douen Tensouko,Minamisenju Station,"Minami-senju 3 - chome 11 - 15 <br> Arakawa, Tokyo Prefecture 116-0003 <br> Japan",03 3807 6816,,,
Alpha Trunk Shirokane Takanawa,Alpha Trunk Shiloh Kaneta Kanawa • Arufatoranku Shirokane Takanawa,null,"Platinum 6 - chome 8 - 6 <br> Minato, Tokyo Prefecture 108-0072 <br> Japan",03 3441 4233,,,
Okubo head office warehouse,Okubo Hong Shasho,null,"Toho Ri Lisa 2 - chome 38 - 8 <br> Arakawa, Tokyo Prefecture 116-0014 <br> Japan",03 6806 5005,,,
Yokohama Warehouse Tokyo Port Sales Office,Yokohama Seoko Tokyo Futsal,null,"Aomi 3 - chome 2-17 <br> Koto, Tokyo Prefecture 135-0064 <br> Japan",03 3520 1501,,,
Morita Industrial Yahei warehouse,MORITA KOGYOYA YAHEI SOOKO • Morita Industrial Yahei warehouse,null,"Yahei 2 - chome 1 - 22 <br> Kawaguchi, Saitama Prefecture 332 - 0002 <br> Japan",048 225 2164,,,
Blue Line,Burroughs,Kasai station,"Higashikasai 6 - chome 43 - 21 <br> Edogawa, Tokyo Prefecture 134 - 0084 <br> Japan",03 3877 8331,,,
Amoyuan Amane warehouse,Amano Yashiko,null,"Higashino 1 - chome 18 - 10 <br> Urayasu, Chiba Prefecture 279-0042 <br> Japan",047 351 1446,,,
Main Office Warehouse Transportation,Hon Ji Young Seung Un,Osugi,"Oosugi 5 - chome 24 - 19 <br> Edogawa, Tokyo Prefecture 132-0022 <br> Japan",03 3655 5991,,,
"Taiyo Marine I, E, C Oi Warehouse Sales Office",Taiyou Marine IY Ishii Ooi Sawkoi Ai Guiyo • Taiyo Marīni · E · C Oi Warehouse Sales Office,null,"Tokai 4 - chome 9 - 12 <br> Ōta, Tokyo Prefecture 143-0001 <br> Japan",03 3790 5240,,,
Maruzo warehouse trading corporation,Marsan Sawoshiyo,Ogikubo Station,"Kagaku 1 - chome 16 - 6 <br> Suginami, Tokyo Prefecture 167-0043 <br> Japan",03 3393 0565,,,
Yamada warehouse,Yamada Dougo,"Hinode Station, Tamachi","Coast 2 - chome 2-6 <br> Minato, Tokyo Prefecture 105-0022 <br> Japan",03 3453 8151,,,
Higashi Line Warehouse,Townware House • Higashin u U - Eahausu,null,"Coast 3 - chome 5-10 <br> Minato, Tokyo Prefecture 108-0022 <br> Japan",03 3453 4371,,,
Inaba Box Division,Inaba box jigyo • Inababokkusu Division,Kamata Station,"Nishi Kamata 7-chome 61-1 <br> Ōta, Tokyo Prefecture 144 - 0051 <br> Japan",03 5713 8981,,,
central,Chu,null,"East Higashima 4 - chome 1-5 <br> Sumida, Tokyo Prefecture 131-0032 <br> Japan",03 3614 0800,,,
Igarashi Chilled Keihin 2nd Distribution Center,Igarashi Lay Elephant Keihin Dainibutsu Center • Igarashi cold Keihin 2nd logistics Sentā,Ryutsu Center Station,"Heiwajima 6 - chome 4 - 15 <br> Ōta, Tokyo Prefecture 143-0006 <br> Japan",03 3768 8211,,,
Liseze box · Rise Naka Ikegami lyse box,Raise Box Rise Naka Ikegami Lysis Box • Raizebokkusu · Raize Nakaikekei Raizebokkusu,Nakaikegami,"仲池上1丁目22-9 <br> Ōta, Tokyo Metropolitan Government 146-0081 <br> Japan",03 5747 4388,,,
Watch warehouse TOKIA Kichijoji store,Tokyo akitoshi jiten,"Kichijoji Station, Kichijojihigashicho","Kichijoji Honcho 1 - chome 1-3 <br> Musashino, Tokyo Metropolitan Government 〒 180 - 0004 <br> Japan",0422 27 1540,,,
Nihon Library Center Distribution Warehouse,Nihon Toshiyo Center - Ryutou Souko • Japan Book Sentā Distribution Warehouse,Nishigahara-yonchome,"Sugamo 5 - chome 39 - 3 <br> Toshima, Tokyo Prefecture 170-0002 <br> Japan",03 3949 2616,,,
Kyobashi Logis Shin sand warehouse,Kyoubashi Logis Niseko Sawko • Kyobashi Rojisu Shin sand warehouse,null,"Shin sand 2 - chome 5-20 <br> Koto, Tokyo Prefecture 136-0075 <br> Japan",03 5690 4561,,,
Olympus Transportation Warehouse Tokyo Sales Office,Gorin Unyu Seoko Tokyo Agiyo Shoto,null,"Shinkiba 1 - chome 11 - 17 <br> Koto, Tokyo Prefecture 136-0082 <br> Japan",03 3521 1981,,,
Shibuya metal warehouse,Shibuya Kinzoku Sokko,null,"Hachihiro 5-chome 28-13 <br> Sumida, Tokyo Prefecture 131 - 0041 <br> Japan",03 3613 1823,,,
"Maru Shing Transportation Co., Ltd.",Marukatsu Yousoo Honda,Nishi-hokima,"Takenozuka 5 - chome 12 - 7 <br> Adachi, Tokyo Metropolitan Government 〒 121 - 813 <br> Japan",0120 28 9700,,,
Sumitomo warehouse Tokyo Odaiba office second warehouse,Sumitomo Sawtooth Tincture Odai Baeyeotchiyo Dyni Sokko,null,"Qinghai 2 chome 53 <br> Koto, Tokyo Prefecture 135-0064 <br> Japan",03 3528 1821,,,
Yakura warehouse head office transport division,Yagura So Kohon Sha Yoo Souka,Ryutsu Center Station,"Heiwajima 3-chome 41 <br> Ōta, Tokyo Prefecture 143-0006 <br> Japan",03 3767 0741,,,
M.M.,Em · Emu · Emu,null,"Port 77-3 <br> Urayasu, Chiba Prefecture 279 - 0024 <br> Japan",047 351 2968,,,
Nitto Towel No. 2 Sales Office Distribution Center,Nitto Towel Dini Aiyo Shobu Ryu Center • Nitto Taoru 2nd Sales Office Logistics Sentā,Higashi-kamida,"Higashi Kanda 1 - chome 55 <br> Chiyoda, Tokyo Prefecture 101-0031 <br> Japan",03 3866 4951,,,
Co-cold,Kiyarei,Ryutsu Center Station,"Heiwajima 6 - chome 2 - 2 <br> Ōta, Tokyo Prefecture 143-0006 <br> Japan",03 3764 6421,,,
Kana place refrigerated storage,Kayya valley eu,null,"Higashi Nippori 3 - chome 26 - 10 <br> Arakawa, Tokyo Prefecture 116-0014 <br> Japan",03 3891 1121,,,
Common warehouse,Dropout,"Nijubashimae station, Yurakucho Station, Hibiya Station, Tokyo Station","Marunouchi 3 - chome 31 <br> Chiyoda, Tokyo Metropolitan Government 〒 100-0005 <br> Japan",03 3211 8888,,,
Factory warehouse total plan,Total plan of Doujou Souko • Factory warehouse Tōtarupuran,Senkawa Station,"Kancho 3 - chome 22 - 10 <br> Toshima, Tokyo Prefecture 171-0043 <br> Japan",03 3959 1124,,,
Tookatsu Foods Kawaguchi Logistics Center,Tookatsu Foods Kawaguchi Butsuri Center • Tookatsufūzu Kawaguchi Logistics Sentā,null,"Motosho 4 - chome 3 - 23 <br> Kawaguchi, Saitama Prefecture 332-0011 <br> Japan",048 225 2504,,,
Civilogy,Shibrizi,Umejima Station,"Umeashima 2 - chome 18-2 <br> Adachi, Tokyo Prefecture 121-0816 <br> Japan",03 5888 1183,,,
Tobu Delivery,Tobu Delivery • Tobu Deribarī,null,"千住东1丁目30-18 <br> Adachi, Tokyo Metropolitan Area 120-0025 <br> Japan",03 3870 1002,,,
Imperial warehouse,Tayan Souso,null,"Yashio 2 - chome 2-3 <br> Shinagawa, Tokyo Prefecture 140-0003 <br> Japan",03 3799 4771,,,
Showa Transportation Warehouse,Shouwa Unyu Seoko,null,"Four Tree 3 - chome 4-36 <br> Katsushika, Tokyo Prefecture 124-0011 <br> Japan",03 3694 7215,,,
